slug,url,title,category,date_published,read_time,author,description,content
pep8-tutorial-python-code,https://app.datacamp.com/learn/tutorials/pep8-tutorial-python-code,PEP-8 Tutorial: Code Standards in Python,NEW,April 2023,15 min,Chitrank Dixit,,"Last chance! 50% off DataCamp Premium
Sale ends in"
mem0-tutorial,https://app.datacamp.com/learn/tutorials/mem0-tutorial,Mem0 Tutorial: Persistent Memory Layer for AI Applications,NEW,December 2025,11 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
run-glm-5-locally,https://app.datacamp.com/learn/tutorials/run-glm-5-locally,Run GLM-5 Locally For Agentic Coding,NEW,February 2026,8 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-print-function,https://app.datacamp.com/learn/tutorials/python-print-function,Python Print() Function,NEW,February 2020,10 min,Aditya Sharma,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-use-midjourney-a-comprehensive-guide-to-ai-generated-artwork-creation,https://app.datacamp.com/learn/tutorials/how-to-use-midjourney-a-comprehensive-guide-to-ai-generated-artwork-creation,How to Use Midjourney: A Comprehensive Guide to AI-Generated Artwork Creation,NEW,December 2024,12 min,Kurtis Pykes,,"Last chance! 50% off DataCamp Premium
Sale ends in"
manus-ai,https://app.datacamp.com/learn/tutorials/manus-ai,Manus AI: A Guide With 5 Practical Examples,NEW,April 2025,10 min,François Aubry,,"Last chance! 50% off DataCamp Premium
Sale ends in"
turtle-graphics,https://app.datacamp.com/learn/tutorials/turtle-graphics,Python Turtle Graphics: A Fun Way to Learn the Basics,NEW,October 2024,7 min,Oluseye Jeremiah,,"Last chance! 50% off DataCamp Premium
Sale ends in"
excel-solver,https://app.datacamp.com/learn/tutorials/excel-solver,Excel Solver: Optimize Complex Decisions with Multiple Variables,NEW,December 2025,12 min,Khalid Abdelaty,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-divide-in-excel,https://app.datacamp.com/learn/tutorials/how-to-divide-in-excel,How to Divide in Excel: A Beginner-Friendly Breakdown,NEW,May 2025,7 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
set-up-and-configure-mysql-in-docker,https://app.datacamp.com/learn/tutorials/set-up-and-configure-mysql-in-docker,How to Set Up and Configure MySQL in Docker,NEW,December 2024,12 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
count-formula-in-excel,https://app.datacamp.com/learn/tutorials/count-formula-in-excel,Count Formula in Excel: Essential Tips and Examples,NEW,June 2025,9 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
flowise,https://app.datacamp.com/learn/tutorials/flowise,Flowise AI: A Guide With Demo Project,NEW,June 2025,12 min,François Aubry,,"Last chance! 50% off DataCamp Premium
Sale ends in"
installation-of-pyspark,https://app.datacamp.com/learn/tutorials/installation-of-pyspark,Installation of PySpark (All operating systems),NEW,August 2020,8 min,,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sorting-in-r,https://app.datacamp.com/learn/tutorials/sorting-in-r,How to Sort Data in R: A Complete Tutorial,NEW,February 2026,6 min,,,"Last chance! 50% off DataCamp Premium
Sale ends in"
azure-synapse,https://app.datacamp.com/learn/tutorials/azure-synapse,Azure Synapse: A Step-by-Step Beginner’s Guide,NEW,August 2024,13 min,Moez Ali,,"Last chance! 50% off DataCamp Premium
Sale ends in"
amazon-quicksight,https://app.datacamp.com/learn/tutorials/amazon-quicksight,Amazon QuickSight: A Hands-On Guide for Data Professionals,NEW,June 2025,15 min,Don Kaluarachchi,,"Last chance! 50% off DataCamp Premium
Sale ends in"
git-rename-branch-local-remote,https://app.datacamp.com/learn/tutorials/git-rename-branch-local-remote,Git Rename Branch: How to Rename Local or Remote Branch,NEW,August 2024,5 min,François Aubry,,"Last chance! 50% off DataCamp Premium
Sale ends in"
installing-postgresql-windows-macosx,https://app.datacamp.com/learn/tutorials/installing-postgresql-windows-macosx,How to Install PostgreSQL on Windows and Mac OS X,NEW,April 2025,6 min,Sayak Paul,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-bag-of-words-model,https://app.datacamp.com/learn/tutorials/python-bag-of-words-model,Python Bag of Words Model: A Complete Guide,NEW,November 2024,12 min,Derrick Mwiti,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-refresh-pivot-table,https://app.datacamp.com/learn/tutorials/how-to-refresh-pivot-table,How to Refresh Pivot Table: Excel and Google Sheets,NEW,October 2025,7 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sensitivity-specificity-complete-guide,https://app.datacamp.com/learn/tutorials/sensitivity-specificity-complete-guide,Sensitivity and Specificity: A Complete Guide,NEW,July 2025,15 min,Mark Pedigo,,"Last chance! 50% off DataCamp Premium
Sale ends in"
hamming-distance,https://app.datacamp.com/learn/tutorials/hamming-distance,Hamming Distance Explained: The Theory and Applications,NEW,April 2025,8 min,Vinod Chugani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
create-table-in-sql,https://app.datacamp.com/learn/tutorials/create-table-in-sql,CREATE TABLE in SQL: Master Schema Design and Best Practices,NEW,December 2025,7 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-split-list,https://app.datacamp.com/learn/tutorials/python-split-list,How to Split Lists in Python: Basic Examples and Advanced Methods,NEW,June 2024,11 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
what-bagging-in-machine-learning-a-guide-with-examples,https://app.datacamp.com/learn/tutorials/what-bagging-in-machine-learning-a-guide-with-examples,What is Bagging in Machine Learning? A Guide With Examples,NEW,November 2023,10 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
deepseek-api,https://app.datacamp.com/learn/tutorials/deepseek-api,DeepSeek API: A Guide With Examples and Cost Calculations,NEW,February 2025,12 min,Dr Ana Rojo-Echeburúa,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sql-in,https://app.datacamp.com/learn/tutorials/sql-in,How to Use the SQL IN Operator: A Guide to Efficient Filtering Techniques,NEW,July 2024,8 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
power-bi-countif,https://app.datacamp.com/learn/tutorials/power-bi-countif,Mastering COUNTIF() in Power BI: A DAX-Based Approach,NEW,May 2025,11 min,Adejumo Ridwan Suleiman,,"Last chance! 50% off DataCamp Premium
Sale ends in"
git-diff-guide,https://app.datacamp.com/learn/tutorials/git-diff-guide,Git Diff Explained: A Complete Guide with Examples,NEW,March 2025,12 min,Bex Tuychiev,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-list-comprehension,https://app.datacamp.com/learn/tutorials/python-list-comprehension,Python List Comprehension Tutorial,NEW,June 2020,14 min,Aditya Sharma,,"Last chance! 50% off DataCamp Premium
Sale ends in"
dax-summarize,https://app.datacamp.com/learn/tutorials/dax-summarize,DAX SUMMARIZE(): A Guide to Grouping and Summarizing Data,NEW,October 2024,9 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
clear-excel-cache,https://app.datacamp.com/learn/tutorials/clear-excel-cache,How to Clear Excel Cache (Windows and Mac),NEW,January 2026,8 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
llm-as-a-judge-rag,https://app.datacamp.com/learn/tutorials/llm-as-a-judge-rag,LLM As a Judge: A Complete Guide With Hands-On RAG Example,NEW,April 2026,15 min,Josep Ferrer,,"Last chance! 50% off DataCamp Premium
Sale ends in"
fine-tuning-qwen3-vl-8b,https://app.datacamp.com/learn/tutorials/fine-tuning-qwen3-vl-8b,Fine-Tuning Qwen3-VL 8B: A Step-by-Step Guide,NEW,January 2026,10 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sympy,https://app.datacamp.com/learn/tutorials/sympy,SymPy: A Complete Guide to Symbolic Mathematics in Python,NEW,November 2025,10 min,Vikash Singh,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-move-columns-in-excel,https://app.datacamp.com/learn/tutorials/how-to-move-columns-in-excel,How to Move Columns in Excel: Simple Techniques and Pro Tips,NEW,May 2025,7 min,Laiba Siddiqui,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-make-custom-gpts,https://app.datacamp.com/learn/tutorials/how-to-make-custom-gpts,How to Make Custom ChatGPT Models: 5 Easy Steps to Personalized GPTs,NEW,November 2023,9 min,Moez Ali,,"Last chance! 50% off DataCamp Premium
Sale ends in"
regex-r-regular-expressions-guide,https://app.datacamp.com/learn/tutorials/regex-r-regular-expressions-guide,A Guide to R Regular Expressions,NEW,October 2022,12 min,Elena Kosourova,,"Last chance! 50% off DataCamp Premium
Sale ends in"
decision-trees-R,https://app.datacamp.com/learn/tutorials/decision-trees-R,Decision Trees in Machine Learning Using R,NEW,June 2023,15 min,Arunn Thevapalan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
pytest-mock,https://app.datacamp.com/learn/tutorials/pytest-mock,pytest-mock Tutorial: A Beginner’s Guide to Mocking in Python,NEW,December 2024,15 min,Moez Ali,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-train-a-llm-with-pytorch,https://app.datacamp.com/learn/tutorials/how-to-train-a-llm-with-pytorch,How to Train an LLM with PyTorch,NEW,July 2023,8 min,Zoumana Keita,,"Last chance! 50% off DataCamp Premium
Sale ends in"
databricks-unity-catalog-guide,https://app.datacamp.com/learn/tutorials/databricks-unity-catalog-guide,Databricks Unity Catalog: A Beginner’s Guide,NEW,February 2025,10 min,Austin Chia,,"Last chance! 50% off DataCamp Premium
Sale ends in"
how-to-run-qwen3-5-27b-locally,https://app.datacamp.com/learn/tutorials/how-to-run-qwen3-5-27b-locally,How to Run Qwen3.5-27B Locally for Agentic Coding,NEW,April 2026,7 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
claude-cowork-dispatch,https://app.datacamp.com/learn/tutorials/claude-cowork-dispatch,Claude Cowork Dispatch 101: Remote Control for Desktop AI,NEW,April 2026,10 min,Derrick Mwiti,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sql-not-in-operator,https://app.datacamp.com/learn/tutorials/sql-not-in-operator,SQL NOT IN Operator: A Comprehensive Guide for Beginners,NEW,February 2024,5 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
run-kimi-k2-locally,https://app.datacamp.com/learn/tutorials/run-kimi-k2-locally,How to Run Kimi K2 Locally: Complete Setup & Troubleshooting,NEW,July 2025,6 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
cnn-tensorflow-python,https://app.datacamp.com/learn/tutorials/cnn-tensorflow-python,Convolutional Neural Networks (CNN) with TensorFlow Tutorial,NEW,April 2023,15 min,Zoumana Keita,,"Last chance! 50% off DataCamp Premium
Sale ends in"
lorenz-curve,https://app.datacamp.com/learn/tutorials/lorenz-curve,The Lorenz Curve: A Great Way to Visualize Inequality,NEW,April 2025,10 min,Amberle McKee,,"Last chance! 50% off DataCamp Premium
Sale ends in"
data-structures-python,https://app.datacamp.com/learn/tutorials/data-structures-python,Python Data Structures Tutorial,NEW,April 2026,15 min,Sejal Jaiswal,,"Last chance! 50% off DataCamp Premium
Sale ends in"
optimization-in-python,https://app.datacamp.com/learn/tutorials/optimization-in-python,"Optimization in Python: Techniques, Packages, and Best Practices",NEW,September 2024,11 min,Kurtis Pykes,,"Last chance! 50% off DataCamp Premium
Sale ends in"
facebook-prophet,https://app.datacamp.com/learn/tutorials/facebook-prophet,Facebook Prophet: A Modern Approach to Time Series Forecasting,NEW,November 2025,10 min,Vidhi Chugh,,"Last chance! 50% off DataCamp Premium
Sale ends in"
codex-cli-for-data-workflow-automation,https://app.datacamp.com/learn/tutorials/codex-cli-for-data-workflow-automation,Codex CLI For Data Workflow Automation: A Complete Guide,NEW,April 2026,15 min,Nikhil Adithyan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
finance-python-trading,https://app.datacamp.com/learn/tutorials/finance-python-trading,Python For Finance Tutorial: Algorithmic Trading,NEW,November 2019,15 min,Karlijn Willems,,"Last chance! 50% off DataCamp Premium
Sale ends in"
nvidia-personaplex-tutorial,https://app.datacamp.com/learn/tutorials/nvidia-personaplex-tutorial,"NVIDIA PersonaPlex Tutorial: Run a Natural, Real-Time Local Voice Assistant",NEW,February 2026,8 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
opus-4-7-project,https://app.datacamp.com/learn/tutorials/opus-4-7-project,Claude Opus 4.7: A Practical Benchmark of Memory and Effort Levels,NEW,April 2026,15 min,Aashi Dutt,,"Last chance! 50% off DataCamp Premium
Sale ends in"
what-is-standard-error,https://app.datacamp.com/learn/tutorials/what-is-standard-error,What Is Standard Error? The Key to Statistical Precision and Confidence,NEW,September 2025,12 min,Vinod Chugani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-iterators-generators-tutorial,https://app.datacamp.com/learn/tutorials/python-iterators-generators-tutorial,Python Iterators and Generators Tutorial,NEW,November 2022,10 min,Kurtis Pykes,,"Last chance! 50% off DataCamp Premium
Sale ends in"
warp-terminal-tutorial,https://app.datacamp.com/learn/tutorials/warp-terminal-tutorial,Warp Terminal Tutorial: AI-Powered Features for Developers and Data Pros,NEW,May 2025,6 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
association-rule-mining-python,https://app.datacamp.com/learn/tutorials/association-rule-mining-python,Association Rule Mining in Python Tutorial,NEW,January 2023,14 min,Moez Ali,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-time-sleep,https://app.datacamp.com/learn/tutorials/python-time-sleep,Python time.sleep() Function,NEW,January 2019,7 min,Sejal Jaiswal,,"Last chance! 50% off DataCamp Premium
Sale ends in"
make-histogram-basic-r,https://app.datacamp.com/learn/tutorials/make-histogram-basic-r,How to Make a Histogram in Base R,NEW,July 2024,10 min,,,"Last chance! 50% off DataCamp Premium
Sale ends in"
sql-materialized-view,https://app.datacamp.com/learn/tutorials/sql-materialized-view,SQL Materialized View: Enhancing Query Performance,NEW,January 2025,9 min,Allan Ouko,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-slice,https://app.datacamp.com/learn/tutorials/python-slice,Python Slice: Useful Methods for Everyday Coding,NEW,January 2025,8 min,Oluseye Jeremiah,,"Last chance! 50% off DataCamp Premium
Sale ends in"
check-mark-in-excel,https://app.datacamp.com/learn/tutorials/check-mark-in-excel,"Check Mark in Excel: All the Ways to Add, Format, and Use",NEW,June 2025,8 min,Javier Canales Luna,,"Last chance! 50% off DataCamp Premium
Sale ends in"
power-bi-dashboards-vs-reports-a-comprehensive-guide,https://app.datacamp.com/learn/tutorials/power-bi-dashboards-vs-reports-a-comprehensive-guide,Power BI Dashboards vs Reports: A Comprehensive Guide,NEW,June 2023,8 min,Maarten Van den Broeck,,"Last chance! 50% off DataCamp Premium
Sale ends in"
pmt-function-in-excel,https://app.datacamp.com/learn/tutorials/pmt-function-in-excel,PMT() Excel: Calculate Loan Payments and Savings Contributions,NEW,March 2025,8 min,Vinod Chugani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
python-redis-beginner-guide,https://app.datacamp.com/learn/tutorials/python-redis-beginner-guide,Python Redis: A Beginner's Guide,NEW,March 2025,2025 min,Austin Chia,,"Last chance! 50% off DataCamp Premium
Sale ends in"
update-docker,https://app.datacamp.com/learn/tutorials/update-docker,Update Docker: A Step-by-Step Guide,NEW,January 2026,12 min,Dario Radečić,,"Last chance! 50% off DataCamp Premium
Sale ends in"
confirmatory-factor-analysis,https://app.datacamp.com/learn/tutorials/confirmatory-factor-analysis,Confirmatory Factor Analysis: A Guide to Testing Constructs,NEW,December 2025,9 min,Vidhi Chugh,,"Last chance! 50% off DataCamp Premium
Sale ends in"
local-ai,https://app.datacamp.com/learn/tutorials/local-ai,"Local AI with Docker, n8n, Qdrant, and Ollama",NEW,November 2024,2024 min,Abid Ali Awan,,"Last chance! 50% off DataCamp Premium
Sale ends in"
big-o-notation-time-complexity,https://app.datacamp.com/learn/tutorials/big-o-notation-time-complexity,Big O Notation and Time Complexity Guide: Intuition and Math,NEW,July 2024,15 min,François Aubry,,"Last chance! 50% off DataCamp Premium
Sale ends in"
amortization-schedule-excel,https://app.datacamp.com/learn/tutorials/amortization-schedule-excel,How to Create an Amortization Schedule in Excel: The Steps Explained,NEW,March 2025,9 min,Vinod Chugani,,"Last chance! 50% off DataCamp Premium
Sale ends in"
few-shot-prompting,https://app.datacamp.com/learn/tutorials/few-shot-prompting,"Few-Shot Prompting: Examples, Theory, Use Cases",NEW,July 2024,10 min,Dr Ana Rojo-Echeburúa,,"Last chance! 50% off DataCamp Premium
Sale ends in"
